,budget_rank,budget,domestic_gross,worldwide_gross,dom_profits,total_profits,budget_quart,profit_transform,dom_profit_transform,rating,critic_rating,aud_rating,release_date
Just Married,2335,19000000,56127162,101564935,37127162,82564935,66.0219580408,19.0782793811,19.2922606086,64,0,0,
Sea of Love,2336,19000000,53350495,53350495,34350495,34350495,66.0219580408,18.7908691278,19.2805781077,8,0,0,
I Can Do Bad All By Myself,2337,19000000,51733921,51733921,32733921,32733921,66.0219580408,18.7796422129,19.2737131674,14,0,0,
A Cinderella Story,2338,19000000,51438175,70164105,32438175,51164105,66.0219580408,18.9007234811,19.2724521375,88,0,0,
The Shining,2339,19000000,44017374,44414369,25017374,25414369,66.0219580408,18.7271694406,19.2402785986,68,0,0,
Thirteen Ghosts,2340,19000000,41867960,68467960,22867960,49467960,66.0219580408,18.890173005,19.2307629608,90,0,0,
House on Haunted Hill,2341,19000000,40846082,65090541,21846082,46090541,66.0219580408,18.8688271283,19.2262070654,12,0,0,
The Crazies,2342,19000000,39123589,56445534,20123589,37445534,66.0219580408,18.8120183675,19.2184802845,32,0,0,
The Switch,2344,19000000,27758465,49858465,8758465,30858465,66.0219580408,18.7664574665,19.1659448632,88,0,0,
Leap Year,2345,19000000,25918920,32618920,6918920,13618920,66.0219580408,18.6363497262,19.1571758829,72,0,0,
The Book Thief,2346,19000000,21488481,76086711,2488481,57086711,66.0219580408,18.9367144999,19.1357352081,64,0,0,
"Gone, Baby, Gone",2347,19000000,20300218,34352162,1300218,15352162,66.0219580408,18.6502230118,19.129905677,8,0,0,
Thomas and the Magic Railroad,2348,19000000,15911332,15911332,-3088668,-3088668,66.0219580408,18.4917128921,19.1080746713,4,0,0,
Mutiny on The Bounty,2349,19000000,13680000,13680000,-5320000,-5320000,66.0219580408,18.4707105396,19.0967902085,11,0,0,
Sen to Chihiro no Kamikakushi,2350,19000000,10049886,274949886,-8950114,255949886,66.0219580408,19.7192365401,19.0781551863,53,0,0,
Sex Drive,2351,19000000,8402485,10412485,-10597515,-8587515,66.0219580408,18.4391366512,19.0695823994,13,0,0,
Firestorm,2352,19000000,8041665,8041665,-10958335,-10958335,66.0219580408,18.4155868622,19.0676949036,9,0,0,
Take Me Home Tonight,2353,19000000,6928068,7576604,-12071932,-11423396,66.0219580408,18.4109015432,19.0618469675,18,0,0,
Won't Back Down,2354,19000000,5310554,5431486,-13689446,-13568514,66.0219580408,18.3890014937,19.0532913848,15,0,0,
The Fall of the Roman Empire,2355,19000000,4750000,4750000,-14250000,-14250000,66.0219580408,18.3819424313,19.0503092619,74,0,0,
The Nutcracker,2356,19000000,2119994,2119994,-16880006,-16880006,66.0219580408,18.3542228995,19.0361977606,77,0,0,
Kansas City,2357,19000000,1353824,1353824,-17646176,-17646176,66.0219580408,18.3460010116,19.0320490794,97,0,0,
George A. Romero's Land of the Dead,2359,18975000,20433940,47484873,1458940,28509873,66.0002295672,18.7496975075,19.1306863248,98,0,0,
Indigènes,2360,18900000,320700,26063572,-18579300,7163572,65.9349150591,18.5829170526,19.0269730135,36,0,0,
The Amityville Horror,2361,18500000,64858000,108800304,46358000,90300304,65.5832496414,19.1175736306,19.3301455159,46,0,0,
Adaptation,2362,18500000,22498520,22498520,3998520,3998520,65.5832496414,18.5556377874,19.1430946502,32,0,0,
The Invention of Lying,2363,18500000,18451251,32679264,-48749,14179264,65.5832496414,18.6408559421,19.1232462922,16,0,0,
Fear and Loathing in Las Vegas,2364,18500000,10562387,13594015,-7937613,-4905985,65.5832496414,18.4746409206,19.0833878303,88,0,0,
Ne le dis à personne,2365,18500000,6198883,33954018,-12301117,15454018,65.5832496414,18.6510323349,19.0606391718,18,0,0,
Neighbors,2367,18000000,150086800,270594534,132086800,252594534,65.1355562433,19.7100367345,19.626735742,29,0,0,
Borat,2368,18000000,128505958,261443242,110505958,243443242,65.1355562433,19.6845065332,19.5599463057,54,0,0,
The Mask,2369,18000000,119874149,351574149,101874149,333574149,65.1355562433,19.9113900536,19.5319310685,74,0,0,
Big,2370,18000000,113327971,150027971,95327971,132027971,65.1355562433,19.306422421,19.5101489931,83,0,0,
Legally Blonde,2371,18000000,96493426,141809235,78493426,123809235,65.1355562433,19.2719399351,19.4518516249,35,0,0,
Mean Girls,2372,18000000,86047227,130953026,68047227,112953026,65.1355562433,19.224489073,19.4138901013,28,0,0,
The Exorcism of Emily Rose,2373,18000000,75072454,144529078,57072454,126529078,65.1355562433,19.283483438,19.3723918036,37,0,0,
Star Trek III: The Search for Spock,2374,18000000,71273785,81802739,53273785,63802739,65.1355562433,18.9760187151,19.3576173005,13,0,0,
Deuce Bigalow: Male Gigolo,2375,18000000,65535067,92935067,47535067,74935067,65.1355562433,19.0379469685,19.3348748314,43,0,0,
Barbershop 2: Back in Business,2376,18000000,65070412,65842412,47070412,47842412,65.1355562433,18.8799561183,19.3330105738,45,0,0,
The Family Stone,2377,18000000,60062868,92357499,42062868,74357499,65.1355562433,19.0348266049,19.3126959512,9,0,0,
Bad Santa,2378,18000000,60060328,77147031,42060328,59147031,65.1355562433,18.9489372022,19.3126855415,94,0,0,
Predator,2379,18000000,56072497,94604507,38072497,76604507,65.1355562433,19.0469119074,19.2962070547,35,0,0,
Austin Powers: International Man of Mystery,2380,18000000,53868030,67668030,35868030,49668030,65.1355562433,18.8914233002,19.2869798645,80,0,0,
Diary of a Wimpy Kid: Rodrick Rules,2381,18000000,52698535,73695194,34698535,55695194,65.1355562433,18.9283740833,19.2820499484,25,0,0,
Amadeus,2382,18000000,51564280,51564280,33564280,33564280,65.1355562433,18.7854246997,19.2772452546,59,0,0,
Prom Night,2383,18000000,43869350,57193655,25869350,39193655,65.1355562433,18.8237690097,19.2440254516,29,0,0,
Soul Surfer,2384,18000000,43853424,47158652,25853424,29158652,65.1355562433,18.7543554569,19.2439555403,1,0,0,
Under the Tuscan Sun,2385,18000000,43601508,57490024,25601508,39490024,65.1355562433,18.8257475461,19.242849038,4,0,0,
Birdman or (The Unexpected Virtue of Ignorance),2386,18000000,42340598,103240598,24340598,85240598,65.1355562433,19.092046625,19.2372922091,55,0,0,
Gosford Park,2387,18000000,41300105,41300105,23300105,23300105,65.1355562433,18.7114855382,19.2326833894,41,0,0,
Orange County,2388,18000000,41059716,43308707,23059716,25308707,65.1355562433,18.7263914373,19.2316155691,79,0,0,
Peggy Sue Got Married,2389,18000000,38948832,38948832,20948832,20948832,65.1355562433,18.6937496169,19.2221896207,83,0,0,
Blue Jasmine,2390,18000000,33404871,102912961,15404871,84912961,65.1355562433,19.0903709636,19.1970019952,15,0,0,
United 93,2391,18000000,31483450,77551351,13483450,59551351,65.1355562433,18.9513183656,19.1881223161,72,0,0,
Honey,2392,18000000,30272254,62646763,12272254,44646763,65.1355562433,18.8595613179,19.1824840894,51,0,0,
Spy Hard,2394,18000000,26906039,26906039,8906039,8906039,65.1355562433,18.5976235362,19.1666450174,5,0,0,
Glory,2395,18000000,26593580,26593580,8593580,8593580,65.1355562433,18.5950022355,19.1651619979,81,0,0,
Conan the Destroyer,2396,18000000,26365298,26365298,8365298,8365298,65.1355562433,18.5930827645,19.1640771143,37,0,0,
Catch-22,2397,18000000,24911670,24911670,6911670,6911670,65.1355562433,18.5807729835,19.1571411701,29,0,0,
Observe and Report,2398,18000000,24007324,27148898,6007324,9148898,65.1355562433,18.5996562089,19.1528017082,4,0,0,
Raging Bull,2399,18000000,23380203,23380203,5380203,5380203,65.1355562433,18.5676379988,19.1497814023,50,0,0,
Love Happens,2400,18000000,22965110,36133014,4965110,18133014,65.1355562433,18.6720871592,19.1477772249,72,0,0,
Fame,2401,18000000,22455510,80227619,4455510,62227619,65.1355562433,18.9669383416,19.1453112378,12,0,0,
Love the Coopers,2402,18000000,21028459,21879368,3028459,3879368,65.1355562433,18.5545961504,19.1383731117,62,0,0,
127 Hours,2403,18000000,18335230,60217171,335230,42217171,65.1355562433,18.8437723421,19.1251463835,35,0,0,
Young Sherlock Holmes,2404,18000000,18106539,18106539,106539,106539,65.1355562433,18.5210398022,19.124015158,99,0,0,
Center Stage,2405,18000000,17200925,21361109,-799075,3361109,65.1355562433,18.5500528199,19.1195229073,7,0,0,
Small Time Crooks,2406,18000000,17071230,29739348,-928770,11739348,65.1355562433,18.6210844129,19.1188779069,20,0,0,
Catch That Kid,2407,18000000,16703799,16959614,-1296201,-1040386,65.1355562433,18.5106115354,19.1170483335,61,0,0,
Jobs,2408,18000000,16131410,26131410,-1868590,8131410,65.1355562433,18.5911123278,19.1141915135,36,0,0,
Life as a House,2409,18000000,15652637,23889158,-2347363,5889158,65.1355562433,18.5720223392,19.1117956509,90,0,0,
Youth in Revolt,2410,18000000,15285588,19685588,-2714412,1685588,65.1355562433,18.5352214624,19.1099549794,85,0,0,
And So It Goes,2411,18000000,15160801,17360801,-2839199,-639199,65.1355562433,18.5142716558,19.109328427,0,0,0,
"I Love You, Beth Cooper",2412,18000000,14800725,16382538,-3199275,-1617462,65.1355562433,18.5053231339,19.1075182906,89,0,0,
Blow Out,2413,18000000,13747234,13747234,-4252766,-4252766,65.1355562433,18.4808109001,19.1022033958,68,0,0,
Tailor of Panama,2414,18000000,13491653,27491653,-4508347,9491653,65.1355562433,18.6025179752,19.1009097126,10,0,0,
The Legend of the Lone Ranger,2415,18000000,13400000,13400000,-4600000,-4600000,65.1355562433,18.4775358419,19.1004453815,80,0,0,
Labor Day,2416,18000000,13371528,13371528,-4628472,-4628472,65.1355562433,18.4772668219,19.1003010931,33,0,0,
Getaway,2417,18000000,10501938,11813989,-7498062,-6186011,65.1355562433,18.4624389178,19.085650951,42,0,0,
The Ice Storm,2418,18000000,7837632,15811546,-10162368,-2188454,65.1355562433,18.5000628151,19.0718539803,55,0,0,
Being Julia,2419,18000000,7739049,14488705,-10260951,-3511295,65.1355562433,18.4877686409,19.0713398032,4,0,0,
Troop Beverly Hills,2420,18000000,7190505,7190505,-10809495,-10809495,65.1355562433,18.4170817454,19.0684739365,0,0,0,
Nine 1/2 Weeks,2421,18000000,6734844,6734844,-11265156,-11265156,65.1355562433,18.4124982183,19.0660870759,30,0,0,
The Last Station,2422,18000000,6617867,15696146,-11382133,-2303854,65.1355562433,18.4989963118,19.0654734025,48,0,0,
Dragonslayer,2423,18000000,5939000,5939000,-12061000,-12061000,65.1355562433,18.4044420269,19.0619045422,67,0,0,
Ed Wood,2424,18000000,5755976,5755976,-12244024,-12244024,65.1355562433,18.4025800912,19.060940186,29,0,0,
Mongol,2425,18000000,5705761,27147349,-12294239,9147349,65.1355562433,18.5996432572,19.0606754398,100,0,0,
RocknRolla,2426,18000000,5700626,27794339,-12299374,9794339,65.1355562433,18.6050384016,19.0606483628,42,0,0,
Megaforce,2427,18000000,5675599,5675599,-12324401,-12324401,65.1355562433,18.4017613048,19.0605163844,35,0,0,
Mao's Last Dancer,2428,18000000,4806750,12949849,-13193250,-5050151,65.1355562433,18.4732740575,19.0559237262,51,0,0,
The Railway Man,2429,18000000,4438438,23910210,-13561562,5910210,65.1355562433,18.5722032762,19.0539704781,78,0,0,
Restoration,2431,18000000,3901738,3901738,-14098262,-14098262,65.1355562433,18.3835185028,19.0511173797,14,0,0,
Metallica Through the Never,2432,18000000,3419967,9082906,-14580033,-8917094,65.1355562433,18.4358958845,19.0485493323,10,0,0,
Anything Else,2433,18000000,3203044,13203044,-14796956,-4796956,65.1355562433,18.4756734043,19.0473908824,37,0,0,
Unforgettable,2434,18000000,2483790,2483790,-15516210,-15516210,65.1355562433,18.3686928085,19.0435401669,66,0,0,
Das Weisse Band: Eine deutsche Kindergeschichte,2435,18000000,2222862,25727044,-15777138,7727044,65.1355562433,18.5876964787,19.0421395467,59,0,0,
Phantom,2436,18000000,1034589,1186703,-16965411,-16813297,65.1355562433,18.3549355752,19.0357361584,74,0,0,
The Salton Sea,2437,18000000,676698,676698,-17323302,-17323302,65.1355562433,18.3494740668,19.0337994864,50,0,0,
The Informers,2438,18000000,315000,315000,-17685000,-17685000,65.1355562433,18.3455825803,19.0318383951,88,0,0,
One Man's Hero,2439,18000000,229311,229311,-17770689,-17770689,65.1355562433,18.3446584346,19.0313732337,30,0,0,
Carlos,2440,18000000,145526,145526,-17854474,-17854474,65.1355562433,18.3437539967,19.0309181988,35,0,0,
Renaissance,2441,18000000,70644,2401413,-17929356,-15598587,65.1355562433,18.3678247029,19.0305113407,11,0,0,
Red Sonja,2448,17900000,6905861,6905861,-10994139,-10994139,65.0449011089,18.415226929,19.0675074138,88,0,0,
Red Lights,2449,17700000,49521,14518884,-17650479,-3181116,64.8624451712,18.490851431,19.0320257307,83,0,0,
Superbad,2450,17500000,121463226,169955142,103963226,152455142,64.6784363808,19.3873047688,19.5387836734,85,0,0,
Madea Goes To Jail,2451,17500000,90508336,90508336,73008336,73008336,64.6784363808,19.0274994671,19.4320985735,7,0,0,
Step Up 2 the Streets,2452,17500000,58017783,148586910,40517783,131086910,64.6784363808,19.3025338578,19.3063436109,91,0,0,
Hoodwinked,2453,17500000,51221667,109678446,33721667,92178446,64.6784363808,19.126885739,19.2779133255,26,0,0,
Hitman,2454,17500000,39687694,99135571,22187694,81635571,64.6784363808,19.0734527729,19.2277324039,100,0,0,
Hotel Rwanda,2455,17500000,23519128,36521223,6019128,19021223,64.6784363808,18.6789710674,19.1528584706,64,0,0,
Beerfest,2456,17500000,19185184,20159316,1685184,2659316,64.6784363808,18.5438674469,19.1317980159,91,0,0,
Black Nativity,2457,17500000,7018188,7285135,-10481812,-10214865,64.6784363808,18.4230317483,19.070186903,82,0,0,
City of Ghosts,2458,17500000,325491,325491,-17174509,-17174509,64.6784363808,18.3510705356,19.0346051124,75,0,0,
The Others,2459,17000000,96522687,207765056,79522687,190765056,64.2114135152,19.5233358428,19.4555151395,87,0,0,
Aliens,2460,17000000,85160248,183316455,68160248,166316455,64.2114135152,19.4386854602,19.4143086277,46,0,0,
Lets Be Cops,2461,17000000,82390774,136890774,65390774,119890774,64.2114135152,19.2550714471,19.404002245,39,0,0,
I Know What You Did Last Summer,2462,17000000,72219395,125219395,55219395,108219395,64.2114135152,19.203072642,19.3652118015,66,0,0,
My Fair Lady,2463,17000000,72000000,72000000,55000000,55000000,64.2114135152,18.9241810551,19.3643582939,39,0,0,
Sideways,2464,17000000,71502303,109793192,54502303,92793192,64.2114135152,19.1299150009,19.362419409,62,0,0,
The Best Man Holiday,2465,17000000,70525195,72835710,53525195,55835710,64.2114135152,18.9292194668,19.3586019062,28,0,0,
Pitch Perfect,2467,17000000,65001093,116044347,48001093,99044347,64.2114135152,19.1602084689,19.3367411053,51,0,0,
Halloween: H2O,2468,17000000,55004135,55004135,38004135,38004135,64.2114135152,18.8157882435,19.2959221889,7,0,0,
Evil Dead,2469,17000000,54239856,97778356,37239856,80778356,64.2114135152,19.0689801186,19.2927318855,3,0,0,
Jet Li's Hero,2470,17000000,53652140,177535958,36652140,160535958,64.2114135152,19.4175784551,19.2902716616,95,0,0,
Saw 3D,2471,17000000,45710178,133735284,28710178,116735284,64.2114135152,19.2412775368,19.256418467,27,0,0,
"McFarland, USA",2472,17000000,44480275,44633422,27480275,27633422,64.2114135152,18.7433703204,19.2510718995,10,0,0,
The Hills Have Eyes,2473,17000000,41778863,70355813,24778863,53355813,64.2114135152,18.9141936946,19.2392271455,98,0,0,
40 Days and 40 Nights,2474,17000000,37939782,95092667,20939782,78092667,64.2114135152,19.054836173,19.2221490169,13,0,0,
Good Boy!,2475,17000000,37654781,45299252,20654781,28299252,64.2114135152,18.7481806638,19.2208694855,28,0,0,
Smokin' Aces,2476,17000000,35662731,57263440,18662731,40263440,64.2114135152,18.8308924492,19.2118800327,3,0,0,
A Night at the Roxbury,2477,17000000,30324946,30324946,13324946,13324946,64.2114135152,18.6339774782,19.1873862711,42,0,0,
Beastly,2478,17000000,27865571,38028230,10865571,21028230,64.2114135152,18.6943536852,19.1758957022,68,0,0,
Brooklyn's Finest,2479,17000000,27163593,39233233,10163593,22233233,64.2114135152,18.7034769626,19.1725915876,31,0,0,
Tron,2480,17000000,26918576,26918576,9918576,9918576,64.2114135152,18.6060710707,19.171435751,62,0,0,
Lottery Ticket,2481,17000000,24719879,24719879,7719879,7719879,64.2114135152,18.5876358476,19.1610034526,56,0,0,
Dickie Roberts: Former Child Star,2482,17000000,22734486,23734486,5734486,6734486,64.2114135152,18.5792621195,19.1514888016,51,0,0,
ATL,2483,17000000,21170563,21170563,4170563,4170563,64.2114135152,18.5571398904,19.1439297056,78,0,0,
Summer Catch,2484,17000000,19693891,19693891,2693891,2693891,64.2114135152,18.5441730773,19.1367394984,65,0,0,
A Simple Plan,2485,17000000,16311763,16311763,-688237,-688237,64.2114135152,18.513824989,19.1200737984,22,0,0,
Larry the Cable Guy: Health Inspector,2486,17000000,15680099,15680099,-1319901,-1319901,64.2114135152,18.5080535149,19.1169302075,20,0,0,
Wes Craven Presents: They,2487,17000000,12840842,16140842,-4159158,-859158,64.2114135152,18.5122665789,19.1026767962,89,0,0,
The Adventures of Elmo in Grouchland,2488,17000000,11634458,11634458,-5365542,-5365542,64.2114135152,18.4702772497,19.0965585587,85,0,0,
Superman IV: The Quest for Peace,2489,17000000,11227824,11227824,-5772176,-5772176,64.2114135152,18.4664001602,19.0944878298,48,0,0,
55 Days at Peking,2490,17000000,10000000,10000000,-7000000,-7000000,64.2114135152,18.4546013015,19.0882091533,2,0,0,
My Life in Ruins,2491,17000000,8665206,20465206,-8334794,3465206,64.2114135152,18.5509670471,19.0813384461,26,0,0,
American Dreamz,2492,17000000,7156725,16353669,-9843275,-646331,64.2114135152,18.5142067058,19.073516456,96,0,0,
How She Move,2493,17000000,7070641,8607815,-9929359,-8392185,64.2114135152,18.4410523957,19.0730682302,23,0,0,
Running Scared,2494,17000000,6855137,8345277,-10144863,-8654723,64.2114135152,18.4384766435,19.0719452531,58,0,0,
The Apparition,2495,17000000,4936819,6909667,-12063181,-10090333,64.2114135152,18.4242733728,19.061893056,47,0,0,
Bobby Jones: Stroke of Genius,2496,17000000,2694071,2694071,-14305929,-14305929,64.2114135152,18.3813608812,19.0500112335,55,0,0,
Shanghai Surprise,2497,17000000,2315000,2315000,-14685000,-14685000,64.2114135152,18.3774103588,19.0479889369,24,0,0,
L'illusionniste,2498,17000000,2231474,5631474,-14768526,-11368526,64.2114135152,18.4114554819,19.0475427856,79,0,0,
Roar,2499,17000000,2110050,2110050,-14889950,-14889950,64.2114135152,18.3752679362,19.0468938484,84,0,0,
Veronica Guerin,2500,17000000,1569918,9438074,-15430082,-7561926,64.2114135152,18.4491546473,19.044002058,30,0,0,
Southland Tales,2501,17000000,275380,364607,-16724620,-16635393,64.2114135152,18.3568337065,19.0370370544,35,0,0,
Escobar: Paradise Lost,2502,17000000,195792,766112,-16804208,-16233888,64.2114135152,18.3611043339,19.0366072599,9,0,0,
FUR: An Imaginary Portrait of Diane Arbus,2505,16800000,223202,2281089,-16576798,-14518911,64.0217174589,18.3791431915,19.037834839,29,0,0,
